Gene	Exp0
c1_AL353708.1	0.054763
c1_AL353708.3	0.09307
c1_AL353719.1	0.173448
c1_AL353747.2	0
c1_AL353747.3	0
c1_AL353751.1	0.083152
c1_AL353759.1	0.110549
c1_AL353764.1	0
c1_AL353770.4	0
c1_AL353795.2	0
c1_AL353804.1	0.353925
c1_AL354674.1	0
c1_AL354694.1	0
c1_AL354696.2	0.097756
c1_AL354707.1	0.254416
c1_AL354719.2	0
c1_AL354732.1	0
c1_AL354733.2	0.173846
c1_AL354733.3	0.105617
c1_AL354760.1	0.133943
c1_AL354793.1	0
c1_AL354809.1	0
c1_AL354811.1	0.228112
c1_AL354813.1	0.071464
c1_AL354872.2	0.0859
c1_AL354892.2	0
c1_AL354950.1	0.046644
c1_AL354950.2	0
c1_AL354956.1	0.091509
c1_AL354979.1	0.112359
c1_AL355073.2	0.140818
c1_AL355075.1	0.182868
c1_AL355297.3	0
c1_AL355297.4	0.190833
c1_AL355304.1	0
c1_AL355312.2	0.151204
c1_AL355340.1	0
c1_AL355385.1	0.295248
c1_AL355388.2	0.182433
c1_AL355432.1	0
c1_AL355482.1	0
c1_AL355574.1	0.076581
c1_AL355578.1	0
c1_AL355581.1	0
c1_AL355802.2	0.060331
c1_AL355810.1	0
c1_AL355916.1	0
c1_AL355922.2	0
c1_AL356019.2	0.183545
c1_AL356020.1	0.061277
c1_AL356056.1	0.14019
c1_AL356056.2	0.051513
c1_AL356258.1	0
c1_AL356259.1	0
c1_AL356275.1	0.062481
c1_AL356488.2	0
c1_AL356489.1	0.171933
c1_AL356489.2	0.224962
c1_AL356489.3	0.155099
c1_AL356512.1	0.177609
c1_AL356608.1	0.162018
c1_AL356740.1	0.074261
c1_AL356756.1	0.145756
c1_AL356961.1	0
c1_AL357054.2	0.114188
c1_AL357054.3	0
c1_AL357054.4	0
c1_AL357055.3	0.299002
c1_AL357060.1	0.277532
c1_AL357078.3	0.255488
c1_AL357079.1	0.119971
c1_AL357093.2	0
c1_AL357153.1	0.051063
c1_AL357497.1	0.106981
c1_AL357552.2	0.217368
c1_AL357556.4	0.232818
c1_AL357568.1	0
c1_AL357673.1	0.330179
c1_AL357673.2	0
c1_AL358072.1	0.295691
c1_AL358075.1	0.141726
c1_AL358075.2	0.060639
c1_AL358113.1	0
c1_AL358115.1	0.165064
c1_AL358216.1	0
c1_AL358333.3	0.101465
c1_AL358472.2	0.082567
c1_AL358472.3	0.054727
c1_AL358472.4	0.19148
c1_AL358472.5	0.219004
c1_AL358473.1	0.054121
c1_AL358781.1	0.136376
c1_AL358781.2	0.085383
c1_AL358790.1	0.173163
c1_AL358852.1	0.072751
c1_AL358933.1	0.167788
c1_AL359091.4	0.252755
c1_AL359182.2	0
c1_AL359198.1	0.281744
c1_AL359258.2	0.179058
c1_AL359265.3	0.070608
c1_AL359317.1	0.114308
c1_AL359317.2	0
c1_AL359397.2	0.167995
c1_AL359504.2	0.324903
c1_AL359513.1	0.303544
c1_AL359551.1	0
c1_AL359636.1	0
c1_AL359643.2	0
c1_AL359694.2	0.130492
c1_AL359710.1	0.14653
c1_AL359711.2	0.174493
c1_AL359715.1	0
c1_AL359715.2	0.255572
c1_AL359715.3	0.1105
c1_AL359764.1	0.036945
c1_AL359853.1	0
c1_AL359881.1	0.071229
c1_AL359881.2	0
c1_AL359881.3	0.079618
c1_AL359921.1	0.111947
c1_AL359921.2	0.142063
c1_AL359922.2	0.094822
c1_AL359924.1	0
c1_AL360004.1	0
c1_AL360091.3	0
c1_AL360181.2	0.131286
c1_AL360182.2	0
c1_AL360219.1	0
c1_AL360270.1	0
c1_AL365181.1	0.207133
c1_AL365199.1	0
c1_AL365203.2	0.27009
c1_AL365204.1	0.114036
c1_AL365204.2	0
c1_AL365205.1	0.15861
c1_AL365271.1	0
c1_AL365356.1	0
c1_AL365356.5	0
c1_AL365361.1	0.104407
c1_AL390067.1	0.072129
c1_AL390198.1	0.27851
c1_AL390729.1	0.063722
c1_AL390763.1	0
c1_AL390860.1	0.076016
c1_AL390955.2	0.224048
c1_AL390957.1	0.026385
c1_AL390964.1	0
c1_AL391095.1	0.050966
c1_AL391121.1	0.173805
c1_AL391244.3	0.069723
c1_AL391261.2	0.027416
c1_AL391262.1	0
c1_AL391294.1	0.233453
c1_AL391497.1	0
c1_AL391684.1	0.202354
c1_AL391834.1	0.132072
c1_AL391987.2	0.204825
c1_AL391987.4	0.157456
c1_AL391988.1	0
c1_AL441883.1	0.174314
c1_AL442128.2	0.205607
c1_AL442663.3	0.14265
c1_AL445228.2	0.117227
c1_AL445248.1	0.048867
c1_AL445309.1	0
c1_AL445623.1	0
c1_AL445623.2	0.054274
c1_AL445673.1	0.331561
c1_AL445686.2	0.148307
c1_AL449266.1	0.170701
c1_AL450270.1	0
c1_AL450327.1	0
c1_AL450384.1	0
c1_AL450384.2	0.302173
c1_AL451007.2	0.111314
c1_AL451007.3	0.32914
c1_AL451050.2	0.081555
c1_AL451060.1	0
c1_AL451064.1	0.187269
c1_AL451069.2	0
c1_AL451074.2	0.080762
c1_AL451074.6	0
c1_AL451085.1	0
c1_AL512303.1	0
c1_AL512343.2	0.11263
c1_AL512357.1	0.044577
c1_AL512380.1	0
c1_AL512380.2	0
c1_AL512408.1	0
c1_AL512422.1	0.064636
c1_AL512598.1	0.092516
c1_AL512604.3	0
c1_AL512622.1	0.060551
c1_AL512625.1	0.234385
c1_AL512625.2	0
c1_AL512625.3	0.162949
c1_AL512638.2	0
c1_AL512770.1	0.121414
c1_AL512791.2	0.29837
c1_AL513128.2	0
c1_AL513190.1	0.271352
c1_AL513217.1	0.249928
c1_AL513218.1	0
c1_AL513314.2	0.031066
c1_AL513318.2	0.161175
c1_AL513320.1	0
c1_AL513327.1	0.161612
c1_AL513329.1	0.050779
c1_AL513548.1	0.133402
c1_AL513548.3	0.332223
c1_AL513550.1	0.247626
c1_AL583722.2	0.085448
c1_AL583810.1	0
c1_AL583810.2	0
c1_AL583824.1	0
c1_AL583839.1	0.089303
c1_AL583856.2	0.050126
c1_AL589740.1	0.029851
c1_AL589765.5	0.094727
c1_AL589765.6	0
c1_AL589765.7	0
c1_AL589826.2	0.247196
c1_AL590006.1	0
c1_AL590079.1	0.029068
c1_AL590132.1	0
c1_AL590133.1	0
c1_AL590133.2	0.315897
c1_AL590235.2	0
c1_AL590399.1	0.169643
c1_AL590399.3	0.059913
c1_AL590434.1	0.227871
c1_AL590560.2	0.301335
c1_AL590666.1	0
c1_AL590666.3	0.203875
c1_AL590677.1	0
c1_AL590708.1	0.155314
c1_AL590714.1	0.133119
c1_AL590723.1	0.053171
c1_AL590787.1	0
c1_AL590822.2	0.034551
c1_AL590867.1	0.043098
c1_AL590999.1	0
c1_AL591167.1	0
c1_AL591368.1	0.051516
c1_AL591441.1	0
c1_AL591767.1	0
c1_AL591848.2	0.099173
c1_AL591848.3	0.055383
c1_AL591848.4	0.053791
c1_AL591885.1	0.093916
c1_AL592071.1	0.181109
c1_AL592148.3	0.228144
c1_AL592182.3	0
c1_AL592211.1	0
c1_AL592295.4	0
c1_AL592430.1	0.092941
c1_AL592494.3	0.082121
c1_AL596094.1	0.130099
c1_AL596202.1	0.199211
c1_AL596220.1	0
c1_AL596257.1	0
c1_AL596451.1	0.021894
c1_AL603839.3	0.195701
c1_AL603910.1	0.114511
c1_AL606760.2	0.133157
c1_AL606763.1	0
c1_AL606970.4	0
c1_AL627309.1	0.204227
c1_AL627309.3	0
c1_AL627422.2	0
c1_AL645465.1	0.117388
c1_AL645504.1	0.118616
c1_AL645568.1	0.137883
c1_AL645608.1	0.060818
c1_AL645608.3	0.026748
c1_AL645608.7	0.069413
c1_AL645728.1	0.306271
c1_AL645937.4	0
c1_AL645940.1	0.235595
c1_AL662797.1	0.190303
c1_AL662844.4	0.040438
c1_AL662890.1	0.19725
c1_AL662907.3	0.063686
c1_AL669831.5	0.318109
c1_AL671710.1	0.100636
c1_AL672277.1	0.237889
c1_AL691403.2	0.072551
c1_AL691447.2	0.157198
c1_AL731533.2	0.106662
c1_AL731563.3	0.070787
c1_AL731566.1	0
c1_AL731566.2	0
c1_AL731577.1	0
c1_AL732292.2	0.049303
c1_AL732314.6	0
c1_AL805961.2	0.098093
c1_AL807761.4	0
c1_AL831784.1	0.030399
c1_AL845472.1	0.025231
c1_AL928970.1	0.104815
c1_AL929472.2	0.152524
c1_AL935212.1	0.231071
c1_ALB	0.204498
c1_ALDH1A2	0.04417
c1_ALDH1A3	0.234431
c1_ALDH1L2	0.264651
c1_ALDH8A1	0.056069
c1_ALDOB	0
c1_ALDOC	0.246604
c1_ALG10	0.21341
c1_ALG13-AS1	0.120516
c1_ALG1L	0.272905
c1_ALG1L2	0.275281
c1_ALK	0.135682
c1_ALKAL1	0.113267
c1_ALKAL2	0.167959
c1_ALKBH3-AS1	0.096973
c1_ALKBH6	0.332762
c1_ALKBH8	0.185888
c1_ALOX12B	0.060546
c1_ALOX5AP	0
c1_ALX1	0.092887
c1_ALX3	0.178742
c1_AMDHD1	0.120158
c1_AMER1	0.177917
c1_AMER2	0.053947
c1_AMER3	0.037655
c1_AMHR2	0.110469
c1_AMIGO1	0.137673
c1_AMN	0.219387
c1_AMPH	0.26584
c1_AMT	0.297251
c1_AMY2B	0.113736
c1_AMZ1	0.122034
c1_ANGPT4	0.209212
c1_ANGPTL3	0
c1_ANGPTL6	0.201644
c1_ANGPTL8	0
c1_ANK1	0.139424
c1_ANK2	0.237428
c1_ANK3	0.2612
c1_ANKDD1A	0.268322
c1_ANKDD1B	0.17585
c1_ANKHD1-EIF4EBP3	0
c1_ANKLE1	0.288814
c1_ANKRD1	0.143879
c1_ANKRD13B	0.274387
c1_ANKRD20A1	0
c1_ANKRD23	0.083186
c1_ANKRD24	0.037647
c1_ANKRD27	0.25178
c1_ANKRD29	0.083892
c1_ANKRD30B	0
c1_ANKRD30BL	0
c1_ANKRD31	0.274986
c1_ANKRD33	0.338593
c1_ANKRD34A	0.106565
c1_ANKRD34C-AS1	0.285852
c1_ANKRD36B	0.220912
c1_ANKRD46	0.316412
c1_ANKRD55	0.311546
c1_ANKRD61	0.193905
c1_ANKRD62	0
c1_ANKS1B	0.087769
c1_ANKS4B	0
c1_ANO2	0.035982
c1_ANO3	0
c1_ANO4	0.013725
c1_ANO5	0.111586
c1_ANO7	0.270294
c1_ANO8	0.18808
c1_ANXA10	0.038087
c1_ANXA2R	0.104266
c1_ANXA3	0.040447
c1_ANXA9	0.313571
c1_AOAH	0.06503
c1_AOC2	0.09047
c1_AOC3	0
c1_AOX1	0.071025
c1_AP000223.1	0.118751
c1_AP000229.1	0.226866
c1_AP000238.1	0.335478
c1_AP000253.1	0.093085
c1_AP000255.1	0.060066
c1_AP000265.1	0.233237
c1_AP000275.2	0
c1_AP000317.1	0
c1_AP000320.1	0.125957
c1_AP000322.1	0
c1_AP000322.2	0.138074
c1_AP000345.2	0
c1_AP000350.4	0.072089
c1_AP000350.5	0.156903
c1_AP000350.7	0.080872
c1_AP000356.2	0
c1_AP000426.1	0.094694
c1_AP000442.1	0
c1_AP000442.2	0.256491
c1_AP000446.1	0
c1_AP000462.3	0.066947
c1_AP000487.1	0.229329
c1_AP000487.2	0
c1_AP000542.2	0.175321
c1_AP000550.1	0
c1_AP000552.1	0.15083
c1_AP000553.3	0
c1_AP000640.1	0
c1_AP000646.1	0.128919
c1_AP000654.1	0
c1_AP000695.2	0
c1_AP000704.1	0.252895
c1_AP000721.2	0.049824
c1_AP000757.1	0.044632
c1_AP000759.1	0.055088
c1_AP000766.1	0.203076
c1_AP000769.2	0
c1_AP000781.1	0.242423
c1_AP000842.1	0.182242
c1_AP000842.2	0
c1_AP000844.2	0
c1_AP000845.1	0.098354
c1_AP000866.2	0.256976
c1_AP000892.1	0.271618
c1_AP000894.4	0.252633
c1_AP000911.1	0.099209
c1_AP000911.3	0
c1_AP000919.2	0
c1_AP000941.1	0.219421
c1_AP001005.3	0
c1_AP001020.3	0
c1_AP001029.2	0.076192
c1_AP001065.1	0.140767
c1_AP001107.1	0.251577
c1_AP001107.2	0.068295
c1_AP001107.7	0
c1_AP001107.9	0.18302
c1_AP001160.3	0.136098
c1_AP001172.1	0.120589
c1_AP001178.3	0.09699
c1_AP001267.1	0
c1_AP001267.2	0.125081
c1_AP001269.4	0.160361
c1_AP001330.5	0
c1_AP001347.1	0.257257
c1_AP001350.1	0
c1_AP001351.1	0
c1_AP001412.1	0
c1_AP001432.1	0
c1_AP001437.1	0.0503
c1_AP001453.1	0.164664
c1_AP001453.2	0.073403
c1_AP001453.4	0.127834
c1_AP001462.1	0.247934
c1_AP001468.1	0.094236
c1_AP001469.1	0
c1_AP001469.2	0
c1_AP001469.3	0.165455
c1_AP001505.1	0.277973
c1_AP001527.1	0
c1_AP001528.1	0.085289
c1_AP001636.3	0
c1_AP001783.1	0.127509
c1_AP001803.2	0.046097
c1_AP001893.1	0.229466
c1_AP001922.5	0.146869
c1_AP001972.3	0.010516
c1_AP001999.1	0
c1_AP002336.2	0.198445
c1_AP002360.2	0.039231
c1_AP002360.3	0.212136
c1_AP002387.2	0.315602
c1_AP002433.1	0.181336
c1_AP002449.1	0.243181
c1_AP002478.1	0.264715
c1_AP002759.1	0
c1_AP002761.1	0
c1_AP002807.1	0.226325
c1_AP002812.5	0.162247
c1_AP002833.1	0.150947
c1_AP002852.1	0
c1_AP002884.4	0.073417
c1_AP002986.1	0.292515
c1_AP002992.1	0.143422
c1_AP003025.2	0.029478
c1_AP003031.2	0.111898
c1_AP003059.1	0.078375
c1_AP003068.1	0.210146
c1_AP003068.2	0.151327
c1_AP003171.3	0.127547
c1_AP003352.1	0.04884
c1_AP003354.1	0.292931
c1_AP003354.2	0.227378
c1_AP003355.2	0
c1_AP003392.1	0.176684
c1_AP003392.3	0
c1_AP003392.4	0.058435
c1_AP003392.5	0.093449
c1_AP003392.6	0
c1_AP003419.2	0
c1_AP003419.3	0
c1_AP003465.1	0.251523
c1_AP003469.4	0.20853
c1_AP003498.1	0
c1_AP003559.1	0
c1_AP003680.1	0
c1_AP003716.1	0
c1_AP003721.1	0.202822
c1_AP004147.1	0.106661
c1_AP004609.3	0.160024
c1_AP005131.1	0
c1_AP005205.2	0.272525
c1_AP005328.1	0.192562
c1_AP005328.2	0.307153
c1_AP005329.3	0.083934
c1_AP005717.1	0
c1_AP005899.1	0
c1_AP006216.1	0
c1_AP006284.1	0.149634
c1_AP006295.1	0
c1_AP006333.1	0
c1_AP006333.2	0.053022
c1_AP006545.2	0.031508
c1_AP006623.1	0.123294
c1_AP1G2	0.284872
c1_AP1S3	0.236684
c1_AP3B2	0.12318
c1_AP4B1	0.254562
c1_AP4B1-AS1	0.055605
c1_APBA1	0.11797
c1_APBA2	0.347441
c1_APBB3	0.254104
c1_APC2	0.176805
c1_APOA4	0.118565
c1_APOB	0.074983
c1_APOBEC3A	0
c1_APOC1	0.137667
c1_APOD	0
c1_APOH	0
c1_APOL4	0
c1_APOLD1	0.052772
c1_AQP11	0.22294
c1_AQP4-AS1	0
c1_AQP5	0.115038
c1_AQP6	0
c1_AQP7	0.094657
c1_AQP8	0
c1_ARC	0.196564
c1_ARF1	0.263557
c1_ARF4-AS1	0.161912
c1_ARG1	0
c1_ARG2	0.160075
c1_ARHGAP15	0
c1_ARHGAP22	0.078041
c1_ARHGAP23	0.205106
c1_ARHGAP27	0.237212
c1_ARHGAP28	0.333955
c1_ARHGAP30	0.304644
c1_ARHGAP31-AS1	0.160509
c1_ARHGAP33	0.143265
c1_ARHGAP36	0.05973
c1_ARHGAP4	0.315634
c1_ARHGAP44	0.25797
c1_ARHGAP45	0.252906
c1_ARHGAP8	0.06286
c1_ARHGAP9	0.201921
c1_ARHGDIG	0.115485
c1_ARHGEF15	0.101819
c1_ARHGEF18	0
c1_ARHGEF19	0.197837
c1_ARHGEF33	0.15651
c1_ARHGEF35	0.298908
c1_ARHGEF5	0.06046
c1_ARHGEF7-AS2	0.115263
c1_ARID3C	0
c1_ARL17A	0.255004
c1_ARL9	0.072659
c1_ARMC12	0.195843
c1_ARMCX3-AS1	0.085607
c1_ARPC4-TTLL3	0
c1_ARPP21	0.007738
c1_ARRB1	0.13266
c1_ARRB2	0.326234
c1_ARSD-AS1	0.162198
c1_ARTN	0.055995
c1_ASAH2	0.117956
c1_ASAH2B	0.324673
c1_ASB10	0
c1_ASB12	0
c1_ASB13	0.25064
c1_ASB14	0.120607
c1_ASB15	0.130403
c1_ASB16	0
c1_ASB18	0.062455
c1_ASB2	0.237017
c1_ASB9	0
c1_ASCL1	0.230934
c1_ASCL2	0.05779
c1_ASCL4	0
c1_ASGR2	0
c1_ASH1L-AS1	0.149114
c1_ASIC1	0.10665
c1_ASIC2	0.051586
c1_ASIC3	0.109796
c1_ASIC4	0.085511
c1_ASMT	0
c1_ASMTL-AS1	0.141731
c1_ASPHD1	0.107129
c1_ASPHD2	0.257465
c1_ASPRV1	0.105167
c1_ASTN1	0.202982
c1_ASXL3	0.334109
c1_ATAD3C	0.103868
c1_ATCAY	0.119057
c1_ATG16L1	0.287384
c1_ATG9A	0.297467
c1_ATG9B	0.181687
c1_ATOH7	0.083863
c1_ATP10A	0.18706
c1_ATP11A-AS1	0
c1_ATP12A	0
c1_ATP13A4	0.144124
c1_ATP13A5-AS1	0.126569
c1_ATP1A3	0.250318
c1_ATP1B3-AS1	0.12846
c1_ATP2A3	0.109569
c1_ATP2B1-AS1	0.167592
c1_ATP2B2	0.06104
c1_ATP2B3	0.011506
c1_ATP2C2	0.267752
c1_ATP2C2-AS1	0.137711
c1_ATP4B	0
c1_ATP5MF-PTCD1	0.23807
c1_ATP5MGL	0.195772
c1_ATP6V0C	0.04304
c1_ATP6V0E2-AS1	0.221372
c1_ATP6V1B1	0.185494
c1_ATP6V1C2	0.223963
c1_ATP6V1E2	0.270497
c1_ATP6V1FNB	0.158208
c1_ATP6V1G2	0.2975
c1_ATP8A1	0.094168
c1_ATP8A2	0.090992
c1_ATP8B1	0.063149
c1_ATP8B2	0.186487
c1_ATP8B3	0.05244
c1_ATP8B4	0.121872
c1_ATRNL1	0.177592
c1_ATXN2-AS	0.191048
c1_ATXN7.1	0.066564
c1_ATXN7L2	0.169691
c1_ATXN8OS	0.033975
c1_AUH	0.222899
c1_AVP	0
c1_AVPI1	0.218586
c1_AVPR1A	0
c1_AXIN2	0.159389
c1_AZGP1	0
c1_AZU1	0.173693
c1_B3GALT1	0.204616
c1_B3GALT2	0.027652
c1_B3GAT1	0.206002
c1_B3GAT2	0.209077
c1_B3GNT10	0.350558
c1_B3GNT4	0.045152
c1_B3GNT6	0.143193
c1_B3GNT7	0.072494
c1_B4GALNT1	0.081355
c1_B4GALT1-AS1	0.096516
c1_BAAT	0.058058
c1_BACE1-AS	0.241832
c1_BACH1-AS1	0.128492
c1_BACH1-IT2	0
c1_BACH2	0.188357
c1_BAIAP2L2	0.172823
c1_BARX1	0
c1_BARX2	0.221291
c1_BASP1	0.121362
c1_BASP1-AS1	0.053642
c1_BATF2	0.304269
c1_BCAN	0.170484
c1_BCAS1	0.242433
c1_BCDIN3D-AS1	0.199296
c1_BCKDHA	0.123684
c1_BCL11A	0.148715
c1_BCL11B	0.155167
c1_BCL2L10	0
c1_BCL2L15	0.076392
c1_BCL2L2-PABPN1	0
c1_BCORL1	0.195785
c1_BDH1	0.216847
c1_BDKRB1	0.290854
c1_BDKRB2	0.288098
c1_BDNF	0.021976
c1_BEAN1	0.043319
c1_BEAN1-AS1	0.290434
c1_BEGAIN	0.120949
c1_BEND3	0.252843
c1_BEND4	0.066001
c1_BEND6	0.176517
c1_BEST1	0.323864
c1_BEST3	0
c1_BEST4	0.099369
c1_BEX5	0.197343
c1_BFSP2	0.186518
c1_BFSP2-AS1	0.235343
c1_BGLAP	0.200504
c1_BHLHB9	0.273125
c1_BHLHE22	0.047886
c1_BHLHE40-AS1	0.133318
c1_BHMT	0
c1_BICDL1	0.048231
c1_BICDL2	0
c1_BID	0.330316
c1_BIK	0.238415
c1_BIRC3	0.162138
c1_BLACAT1	0
c1_BLOC1S3	0.308003
c1_BMP3	0
c1_BMP5	0.038635
c1_BMP8A	0
c1_BMP8B	0
c1_BMPER	0.052563
c1_BMS1P14	0.299592
c1_BNIPL	0.172815
c1_BOK	0.12349
c1_BOK-AS1	0
c1_BOLA2	0.188238
c1_BOLA2-SMG1P6	0.28627
c1_BOLA3-AS1	0.15652
c1_BRICD5	0.250292
c1_BRINP1	0.143542
c1_BRINP2	0.043738
c1_BRINP3	0.231486
c1_BRS3	0
c1_BRSK1	0.180551
c1_BRSK2	0.282572
c1_BRWD1-AS1	0
c1_BSCL2	0.182613
c1_BSN	0.11869
c1_BSN-DT	0
c1_BTBD11	0.211475
c1_BTBD18	0
c1_BTBD8	0.167319
c1_BTN3A1	0.304624
c1_BTNL9	0.052531
c1_BUB1B-PAK6	0
c1_BVES-AS1	0
c1_BX005019.1	0.020616
c1_BX005266.2	0.086834
c1_BX088651.4	0.186615
c1_BX248123.1	0.088591
c1_BX284668.2	0.099052
c1_BX284668.5	0.273852
c1_BX322234.1	0.278407
c1_BX323046.1	0.180581
c1_BX324167.1	0
c1_BX324167.2	0.215985
c1_BX547991.1	0.07262
c1_BX571846.1	0
c1_BX640515.1	0
c1_BX649601.1	0.050935
c1_BX649632.1	0.04942
c1_C10orf113	0.180967
c1_C10orf142	0
c1_C10orf53	0
c1_C10orf82	0.042943
c1_C10orf88	0.209005
c1_C10orf90	0.221525
c1_C10orf95	0.082705
c1_C11orf16	0
c1_C11orf72	0.28237
c1_C11orf80	0.194713
c1_C11orf87	0.025273
c1_C11orf91	0.078143
c1_C11orf96	0.19324
c1_C11orf98	0.095382
c1_C12orf42	0.241581
c1_C12orf50	0.223781
c1_C12orf54	0
c1_C12orf56	0.193058
c1_C12orf60	0.318777
c1_C14orf28	0.282255
c1_C14orf39	0.232213
c1_C15orf32	0
c1_C15orf38-AP3S2	0
c1_C15orf41	0.215636
c1_C15orf48	0
c1_C15orf59	0.195105
c1_C15orf59-AS1	0.25052
c1_C15orf62	0.15721
c1_C16orf78	0.208427
c1_C16orf82	0.322715
c1_C16orf92	0
c1_C16orf95	0.135328
c1_C16orf96	0.149159
c1_C17orf100	0.341486
c1_C17orf107	0
c1_C17orf113	0.191479
c1_C17orf50	0.09862
c1_C17orf67	0.165485
c1_C17orf98	0.22162
c1_C17orf99	0.271938
c1_C18orf65	0.332418
c1_C19orf38	0.202533
c1_C19orf47	0.248486
c1_C19orf57	0.151636
c1_C19orf73	0.154474
c1_C19orf84	0.243809
c1_C1GALT1C1L	0.162606
c1_C1QL1	0.309825
c1_C1QL2	0
c1_C1QL3	0.238694
c1_C1QTNF1	0.048869
c1_C1QTNF3-AMACR	0
c1_C1QTNF4	0.349503
c1_C1QTNF7	0
c1_C1RL-AS1	0.219372
c1_C1orf115	0.113628
c1_C1orf162	0.188367
c1_C1orf167	0.270456
c1_C1orf216	0.137503
c1_C1orf220	0.10484
c1_C1orf229	0.119609
c1_C1orf232	0.11978
c1_C1orf74	0.177877
c1_C1orf94	0.133916
c1_C2	0.14409
c1_C2-AS1	0
c1_C20orf144	0.110448
c1_C20orf202	0
c1_C20orf203	0
c1_C20orf204	0.049543
c1_C20orf85	0.250657
c1_C21orf62-AS1	0.223142
c1_C22orf42	0
c1_C2CD2L	0.147064
c1_C2CD4C	0.184246
c1_C2CD4D	0.075213
c1_C2CD5	0.243793
c1_C2CD6	0.154073
c1_C2orf27B	0.246029
c1_C2orf66	0
c1_C2orf69	0.190245
c1_C2orf80	0.152364
c1_C2orf83	0
c1_C3	0.172709
c1_C3AR1	0
c1_C3orf18	0.18629
c1_C3orf33	0.289601
c1_C3orf52	0.125883
c1_C3orf70	0.222258
c1_C3orf80	0.056713
c1_C4orf36	0
c1_C4orf50	0.052379
c1_C4orf51	0
c1_C5AR2	0.071925
c1_C5orf38	0.355634
c1_C5orf46	0
c1_C5orf47	0.127787
c1_C5orf52	0
c1_C5orf58	0.013452
c1_C5orf60	0
c1_C5orf63	0.225724
c1_C6	0
c1_C6orf141	0
c1_C6orf163	0.250154
c1_C6orf47-AS1	0
c1_C6orf52	0.334364
c1_C6orf58	0
c1_C6orf99	0.133649
c1_C7orf25	0.157619
c1_C7orf43	0.215367
c1_C7orf71	0.090824
c1_C8G	0.23798
c1_C8orf89	0.045696
c1_C9orf106	0.153587
c1_C9orf129	0.038103
c1_C9orf139	0.128068
c1_C9orf147	0.216206
c1_C9orf163	0
c1_C9orf170	0
c1_C9orf84	0
c1_CA10	0.02451
c1_CA11	0.194302
c1_CA12	0.185631
c1_CA4	0.127605
c1_CA5A	0.032277
c1_CA9	0.147706
c1_CAB39L	0.24239
c1_CABLES1	0.211648
c1_CABLES2	0.26736
c1_CABP1	0.288402
c1_CABP4	0
c1_CABP7	0.073792
c1_CACNA1A	0.348295
c1_CACNA1B	0.083462
c1_CACNA1C	0.182862
c1_CACNA1C-AS1	0
c1_CACNA1C-AS2	0.12245
c1_CACNA1D	0.188698
c1_CACNA1E	0.09868
c1_CACNA1G	0.14008
c1_CACNA1G-AS1	0.135794
c1_CACNA1I	0
c1_CACNA2D3	0.066664
c1_CACNA2D4	0.177677
c1_CACNB1	0.105838
c1_CACNB3	0.202271
c1_CACNG1	0.125255
c1_CACNG2	0.05746
c1_CACNG3	0
c1_CACNG7	0.205978
c1_CACNG8	0.276104
c1_CADM2	0.054583
c1_CADM3-AS1	0.186437
c1_CAGE1	0.14863
c1_CALB1	0.167415
c1_CALCR	0
c1_CALHM1	0.121961
c1_CALHM2	0.125623
c1_CALHM3	0
c1_CALHM5	0
c1_CALHM6	0.218499
c1_CALM2	0.157071
c1_CALML4	0.222521
c1_CALML6	0
c1_CALN1	0.178178
c1_CALY	0.284377
c1_CAMK1G	0.072816
c1_CAMK2B	0.092431
c1_CAMK2N2	0.118216
c1_CAMK4	0.09536
c1_CAMKK1	0.065593
c1_CAMSAP3	0.098384
c1_CAMTA1-DT	0
c1_CAMTA2	0.197046
c1_CAPN10-DT	0.247721
c1_CAPN12	0.094349
c1_CAPN14	0.154035
c1_CARD14	0.088094
c1_CARD6	0.289958
c1_CARD8-AS1	0.041175
c1_CARD9	0.28902
c1_CARMIL2	0.073302
c1_CARMIL3	0.139871
c1_CARNS1	0
c1_CARS-AS1	0
c1_CARTPT	0.014692
c1_CASC11	0.134903
c1_CASC18	0.113852
c1_CASC8	0.072147
c1_CASK-AS1	0.295561
c1_CASKIN1	0.133786
c1_CASP10	0.148272
c1_CASQ1	0
c1_CASS4	0
c1_CASTOR2	0.226211
c1_CASZ1	0.195875
c1_CATSPER2	0.233181
c1_CATSPER3	0
c1_CATSPERG	0.312744
c1_CATSPERZ	0.085306
c1_CAVIN4	0.213289
c1_CBFA2T3	0.191215
c1_CBLN1	0.020095
c1_CBLN2	0.04932
c1_CBLN3	0.150653
c1_CBLN4	0.014054
c1_CBS	0.101306
c1_CBWD3	0.28066
c1_CBWD6	0.321412
c1_CBX7	0.13425
c1_CBY3	0
c1_CC2D2B	0.251858
c1_CCBE1	0.04268
c1_CCDC112	0.237539
c1_CCDC116	0
c1_CCDC120	0.210155
c1_CCDC141	0
c1_CCDC144NL	0.027601
c1_CCDC154	0.149467
c1_CCDC155	0
c1_CCDC168	0.052109
c1_CCDC169	0.337476
c1_CCDC171	0.275943
c1_CCDC175	0.061872
c1_CCDC177	0.201679
c1_CCDC183	0.310297
c1_CCDC183-AS1	0.370671
c1_CCDC187	0.101215
c1_CCDC26	0.202951
c1_CCDC38	0.278901
c1_CCDC42	0
c1_CCDC62	0.092859
c1_CCDC68	0.025945
c1_CCDC78	0.208891
c1_CCDC85A	0.0701
c1_CCDC87	0
c1_CCER2	0.190691
c1_CCIN	0
