Gene	Expr0	Expr1	Expr2	Expr3	Expr4
ITGB6	0.291521	0	0	0	0
ITGB4	0.0980287	0.0461278	0.220342	0.195285	0.324511
ITGB1BP2	0.169899	0	0.203928	0.259351	0.211997
ITGA8	0.0300676	0.0542789	0.037832	0.22002	0.0726135
ITGA2B	0.137504	0.0815714	0.277556	0.258736	0.217442
ITGA11	0.101153	0.023965	0.185435	0.0937495	0.030435
ITGA10	0.0233831	0.0795112	0.184001	0.1565	0.150638
ITFG1-AS1	0.265389	0.0993491	0.139771	0.12409	0.154324
ITCH-AS1	0.0713783	0	0.1214	0	0.0417196
ISM2	0.267104	0.0813533	0.0455408	0.33182	0.0707328
ISM1	0.305247	0	0	0.320785	0.247016
ISLR2	0.035455	0.0335252	0.00460925	0.0833836	0.0640827
ISL2	0.0205982	0	0	0.0566668	0.00828608
ISL1	0.0450515	0.00604663	0.0304208	0.125215	0.0305056
IRX6	0	0.0563616	0	0.0237521	0
IRX5	0.0492544	0.0872048	0.127765	0.103142	0.127977
IRX4	0	0.0291065	0	0.0161682	0
IRX3	0.0161682	0.0144696	0.0281872	0.0908128	0.0541539
IRX2	0.0523185	0.0364682	0.121811	0.350463	0.0700046
IRX1	0.0917608	0.0410046	0.0776258	0.311538	0.0514139
IRGM	0	0	0	0.222421	0
IRF8	0.39069	0.127831	0	0.114407	0
IRF5	0	0.0377055	0	0.0296437	0.0922616
IRF4	0	0	0	0.248596	0.215927
IRAK3	0	0	0	0	0.0559175
IRAK2	0.0630335	0.0688634	0.0481106	0.132393	0.165301
IQSEC3	0.0216361	0.0331305	0.0349481	0.0514974	0.0218208
IQCJ	0.0329049	0.349524	0	0	0
IQCF3	0	0	0	0.183798	0
IQCA1-AS1	0	0	0.484592	0	0
IPO9-AS1	0.10165	0.121453	0.152378	0.0869875	0.210002
IPMK	0.237686	0.144334	0.220293	0.343863	0.242035
IPCEF1	0.0167245	0.010651	0.0670742	0.0155261	0
INTS9	0.263215	0.170733	0.269691	0.376157	0.342816
INTS6L-AS1	0.153377	0	0	0	0
INSM2	0	0.0233689	0	0	0.123653
INSM1	0.0346383	0	0.0452612	0.217045	0.0111378
INSL3	0	0	0.0750808	0.105075	0.029884
INSIG1	0.203727	0.255102	0.205167	0.109668	0.234317
INSC	0	0	0	0.172961	0
INPP5J	0.0232554	0.0945199	0.133011	0.132458	0.106724
INO80B	0.302185	0.0901217	0.283163	0.0897558	0.133235
INKA1	0.0423362	0.0434145	0.0277769	0.145599	0.0686158
INHBA-AS1	0	0.00774089	0.0132836	0	0
INHBA	0.200379	0.182413	0.275675	0.165674	0.0730936
INE2	0.0863762	0.169463	0.0661099	0.135338	0.0502161
INCA1	0.127343	0.245033	0.177982	0.33284	0.271701
INA	0.0597844	0.0644414	0.0903521	0.0509404	0.0570967
IMPG2	0.272023	0.173358	0.227877	0.169399	0.248656
IMPDH1	0.249894	0.15897	0.270266	0.398919	0.32217
ILF3-DT	0.250719	0.226989	0.238677	0.431955	0.22388
IL7R	0.112914	0	0	0	0.166548
IL7	0.0231986	0.017024	0.0457645	0.0469799	0.0815442
IL6R-AS1	0.36279	0.07098	0	0	0.0661788
IL5	0	0	0.257216	0	0.234563
IL3RA	0.0435545	0.142126	0.155905	0.29698	0.207143
IL31RA	0	0.0578038	0.138212	0	0
IL27RA	0.109374	0.107032	0.134773	0.453238	0.15291
IL23A	0.0734775	0	0	0	0
IL21R-AS1	0.0387592	0	0.090054	0.234182	0.133748
IL21R	0.0759022	0	0	0.126524	0
IL20RB	0.0357928	0.0439744	0.119529	0.153287	0.0310846
IL1RL2	0	0.0602965	0.210015	0	0
IL1RAPL2	0	0.105852	0	0	0.0267717
IL1R2	0	0	0	0.318947	0
IL1A	0.140713	0.17516	0.0681617	0.565012	0.0828388
IL18R1	0	0.248911	0.261579	0	0
IL17RE	0.208055	0.116245	0.246055	0.155995	0.157057
IL17RD	0.123044	0.163705	0.262024	0.410135	0.219153
IL17RB	0	0.0460859	0	0	0.453101
IL17D	0.178721	0.174483	0.166613	0.236744	0.232501
IL17B	0	0	0.175761	0	0.133064
IL15RA	0	0.0925999	0.183302	0	0
IL15	0.0342298	0.0433445	0.0774755	0.0462955	0.0747109
IL13	0.196808	0	0	0.30786	0.388553
IL12RB2	0.0584966	0	0.277235	0	0
IL12A-AS1	0.108424	0.0437784	0	0.159332	0.111485
IL12A	0	0	0	0	0.291462
IL11	0	0.106724	0.26188	0.626374	0.263082
IL10RB-DT	0.0598536	0.109802	0.155762	0.197337	0.275853
IL10RB	0.327365	0.134852	0.138526	0.165288	0.0717901
IL10RA	0	0.0157687	0	0.0614029	0
IKZF3	0.0787191	0.0800709	0	0	0
IHH	0.24496	0	0	0	0.180988
IGSF9B	0.254945	0.137018	0.131537	0.246274	0.161591
IGSF9	0.1627	0.0773797	0.234514	0.528731	0.322124
IGSF6	0.0568332	0	0	0.193519	0.0827162
IGSF21	0.0345256	0.0183636	0.0145981	0.0592168	0.0406961
IGSF10	0.179001	0.195801	0.204266	0.265053	0.235482
IGSF1	0.273408	0.175352	0.297778	0.14227	0.230965
IGLV5-52	0	0.0747657	0	0	0
IGLON5	0.0406961	0.0250146	0.0533894	0.147163	0.0475663
IGLL1	0.117309	0.117855	0	0.175365	0
IGHMBP2	0.184306	0.163228	0.252464	0.315033	0.433034
IGHEP2	0	0.170335	0.334557	0	0
IGFN1	0	0	0	0	0.0718313
IGFL4	0.313919	0.118772	0.455407	0.152845	0.148986
IGFBPL1	0.0373822	0.025525	0.0716803	0.172974	0.1236
IGFBP1	0	0	0.194856	0.134707	0.0879109
IGFALS	0.0659858	0.07098	0.449007	0.318577	0.202625
IGF1	0	0	0	0	0.0699908
IGBP1-AS2	0	0	0	0.230338	0
IFNLR1	0.161694	0.0204702	0	0.122898	0.158725
IFITM10	0.0462396	0.0554456	0	0	0
IFI30	0.2288	0.102672	0.461591	0.108705	0.216473
IFI27	0.172795	0.109147	0.104001	0.185372	0.451583
IER5L	0.178453	0.124633	0.324407	0.580734	0.229194
IDI2-AS1	0.130114	0.138788	0.162017	0.355253	0
IDI2	0	0	0.0975838	0.055515	0.0743547
IDH3A	0.247891	0.143576	0.182832	0.382059	0.288737
ID2-AS1	0.183124	0.0620941	0.159565	0.273385	0.200705
ID2	0.266601	0.117136	0.235629	0.508266	0.325571
ICAM5	0.0582472	0	0.0214797	0.0468682	0.0562367
ICA1	0.10825	0.100359	0.115553	0.357011	0.0710075
IBA57-DT	0	0	0.0776395	0	0
IAPP	0.0266159	0.045415	0.0957759	0.119104	0
HYPK	0.33442	0.231998	0.260086	0.366409	0.180122
HYLS1	0.105383	0.0569303	0.115846	0.133708	0.21976
HYAL3	0.167885	0.0786235	0.144373	0.283388	0.0984869
HYAL1	0	0.206106	0	0	0.062923
HVCN1	0	0.0419859	0	0.553646	0.551137
HUS1B	0.0460719	0.026106	0.187996	0.113474	0
HTR7	0.0136695	0.00792743	0	0.0240927	0.0750123
HTR5A	0	0.00782699	0.0121252	0	0
HTR4	0	0.0208968	0	0	0
HTR3A	0.0183351	0.0165676	0.00901746	0.0718588	0
HTR2C	0.0233121	0.0249863	0	0.0407943	0
HTR2A	0.281704	0.271987	0.0653379	0.223027	0.180161
HTR1E	0	0	0	0	0.0494914
HTR1B	0	0	0	0.0607392	0
HTN1	0.17456	0	0	0	0.146251
HTD2	0.607011	0	0	0	0
HSPBAP1	0.198884	0.116471	0.313037	0.302231	0.249785
HSPB9	0.340061	0.112019	0.219624	0.0826753	0.0930328
HSPB7	0	0.0738065	0	0.199173	0.171694
HSPB6	0.439985	0	0.185093	0.541763	0
HSPA1L	0.271007	0.120485	0.179664	0.0984061	0.11542
HSPA12B	0	0	0	0.143642	0
HSPA12A	0.223521	0.192194	0.248061	0.221927	0.334637
HSH2D	0	0	0	0.260435	0
HSFX1	0.310294	0	0	0	0.561644
HSF5	0.13151	0	0	0.192005	0
HSF4	0.0563616	0.0992009	0.264645	0.0138981	0.13259
HSD17B7	0.251955	0.301833	0.234661	0.299596	0.265413
HSD17B2	0.0973141	0.047329	0	0.126933	0
HSD11B2	0.0244473	0	0.0107798	0.182463	0.119369
HSD11B1	0	0	0.190084	0	0
HSBP1	0.285816	0.237429	0.221234	0.276473	0.220516
HS3ST6	0	0	0.330042	0.267656	0
HS3ST5	0.0597844	0.0288237	0.0712959	0.0326369	0.0952088
HS3ST2	0.0411448	0.0196735	0.00587422	0.0073534	0.0212949
HS3ST1	0.0309434	0.035455	0.0985004	0.106603	0
HRK	0.0784595	0.0264318	0.255319	0.140661	0.0211101
HRH4	0	0.0674322	0	0	0
HRH3	0	0.0329049	0.0389278	0.273623	0
HRH2	0	0	0	0.0323971	0.068602
HRH1	0.0254116	0	0	0.333424	0.0957219
HRASLS5	0.114314	0	0	0.0591199	0
HRASLS2	0.0441982	0.154713	0	0.151495	0
HPSE	0.0775848	0	0	0	0
HPN	0	0.0728741	0.293418	0.735921	0
HPGD	0.115393	0.116964	0.0970039	0.0685057	0.115979
HPDL	0.0363416	0	0.0821984	0.360016	0.213279
HPCAL4	0.182578	0.0537091	0.0962484	0.308454	0.109374
HPCAL1	0.22362	0.258507	0.250319	0.317686	0.217553
HPCA	0.0191183	0.0279467	0.0205555	0.134379	0.0702794
HP	0.460365	0	0	0.371224	0
HOXD9	0.0739025	0	0.0254257	0.309735	0.028555
HOXD4	0.0359054	0.0103215	0.0522907	0.168231	0.119104
HOXD3	0.0718038	0	0.0675286	0.316968	0.00778394
HOXD10	0	0	0	0.188755	0
HOXD1	0.0395174	0	0.0282579	0.224028	0.0256809
HOXC9	0.158634	0	0.0315364	0.796108	0.0683681
HOXC8	0.158014	0	0.0260918	0.367293	0.104108
HOXC6	0.148518	0	0.0697159	0.705774	0.122143
HOXC5	0.122951	0	0.0794839	0.297332	0.102873
HOXC4	0.189806	0.00260892	0.0577206	0.315416	0.105477
HOXC10	0.0423362	0	0	0.436226	0.102981
HOXC-AS1	0.0754231	0	0.0173661	0.614823	0.022659
HOXB-AS2	0.13606	0	0.111178	0.0866072	0.119423
HOXA9	0.13749	0	0.0734638	0.864549	0.0797433
HOXA6	0.241438	0.0126259	0.0688634	0.525788	0.220243
HOXA11-AS	0	0	0	0	0.237833
HOXA10-AS	0.137215	0	0.052402	0.620145	0.149754
HOXA10	0.172193	0	0.0654896	0.639964	0.129573
HOXA1	0.338384	0.0350749	0.150196	0.431452	0.260556
HORMAD2-AS1	0	0	0	0.243998	0
HOPX	0.0848943	0.0242346	0.0995376	0.353944	0.0705405
HOOK1	0.194137	0.241071	0.178492	0.259724	0.222211
HOMER2	0.177127	0.169335	0.193532	0.197903	0.260796
HOMER1	0.184712	0.201383	0.189755	0.258459	0.261832
HNRNPK	0.271115	0.259833	0.235739	0.280386	0.278116
HNRNPA1L2	0.0839009	0.075382	0.309851	0.285722	0.167384
HNF4A	0	0	0	0.201257	0.175812
HNF1B	0.337449	0.1075	0.0462675	0.113567	0.0175229
HNF1A	0	0	0.173678	0.106161	0.550162
HMX1	0.21298	0	0	0	0.221432
HMOX1	0.0730387	0.0883316	0.10486	0.619122	0.114487
HMGCR	0.253421	0.296299	0.304207	0.222483	0.206018
HMGCLL1	0.108652	0.0862675	0.0460999	0.0818168	0.0938306
HMCN2	0.0479152	0	0.0486826	0.0162253	0
HLX	0	0	0	0.171373	0.137018
HLF	0.0364822	0.0224459	0.0176797	0.0316916	0.0312964
HLA-G	0.234121	0.0668125	0.0511633	0.260447	0.0822121
HLA-F	0.143655	0.147997	0.0322419	0.0827026	0.068547
HLA-DRB5	0.00453735	0.0187908	0.00755434	0.11418	0.0654344
HLA-DRB1	0.214722	0.0594799	0.0889421	0.511073	0.140831
HLA-DQB1	0.0968016	0.0103072	0.0621217	0.389798	0.0749027
HLA-DPB1	0.211261	0.141655	0.182565	0.518545	0.35009
HLA-DPA1	0.0807122	0.0119106	0.0469939	0.170284	0.564583
HLA-DOB	0	0	0	0.134339	0
HLA-DOA	0	0.116511	0.293312	0.26277	0.0521655
HLA-DMB	0	0	0.0526941	0.121095	0
HLA-DMA	0.159229	0.214958	0.237613	0.20773	0.0495332
HIVEP1	0.337757	0.189894	0.251737	0.283922	0.217367
HIST4H4	0.205768	0.112527	0.110136	0.152093	0.260845
HIST3H2BB	0.122368	0.0539732	0.442641	0.272776	0.262457
HIST2H4A	0.0783092	0	0	0	0.270876
HIST2H2AB	0	0.0800163	0	0.346316	0.115952
HIST1H4J	0.185892	0.236376	0.133274	0.2028	0.165584
HIST1H4I	0.366968	0	0	0	0.438027
HIST1H4E	0.272525	0.119462	0.20117	0.400636	0.376224
HIST1H4D	0	0	0	0.102792	0
HIST1H4A	0	0	0	0	0.314731
HIST1H3A	0	0.0555427	0.284005	0	0.545415
HIST1H2BL	0	0	0	0.234219	0
HIST1H2BE	0.100291	0.0848807	0.169181	0.194831	0.140739
HIST1H2AK	0.0631992	0.142126	0.195789	0.200115	0.588613
HIST1H2AJ	0	0	0	0	0.491422
HIST1H2AB	0	0	0	0.954524	0
HIST1H1D	0.31134	0.0731484	0	0.206918	0.494067
HIST1H1A	0	0	0	0.339286	0.103491
HIPK4	0	0.0645656	0	0	0
HIP1R	0.169566	0.143837	0.199173	0.132695	0.134024
HIP1	0.175058	0.151963	0.239484	0.310736	0.379055
HIGD1B	0.172628	0	0	0.0829205	0.16172
HIF1A-AS2	0.0656275	0	0	0.316111	0.231334
HID1	0.0459881	0.0392928	0.0702382	0.122991	0.0315505
HHLA1	0	0	0.31148	0	0
HHIPL1	0.0780086	0	0.158906	0.294253	0.0957354
HHIP-AS1	0.0522072	0.0876937	0.0308022	0.113247	0.257868
HHIP	0	0.0948846	0.186703	0.0726684	0.176514
HGFAC	0.12659	0.0463234	0.340129	0.11414	0.291969
HGF	0.0773387	0	0	0	0
HFM1	0.163125	0.160146	0.193974	0.299163	0.243998
HFE	0.180886	0.181599	0.359858	0.318924	0.214374
HEXDC	0.301377	0.231838	0.200002	0.428368	0.236535
HEXA-AS1	0	0.0754231	0.147424	0.170271	0.0633787
HES7	0.0267576	0.0311411	0.0737243	0.231064	0.0678865
HERC3	0.0754916	0.0481525	0.0782682	0.15492	0.124672
HERC1	0.297121	0.260544	0.275651	0.268662	0.237037
HEPN1	0	0	0.127475	0.121838	0
HENMT1	0.148388	0.0861723	0.0905689	0.131813	0.100413
HECW1	0.0577622	0.0083578	0.051734	0.0273664	0.0288803
HECTD3	0.222001	0.233888	0.22747	0.329514	0.158311
HECA	0.139208	0.142636	0.176565	0.177535	0.263299
HEATR5B	0.24552	0.238322	0.211311	0.193381	0.224892
HEATR4	0.0325946	0.0198442	0.0623704	0	0
HDX	0.143315	0.257192	0.193128	0.161191	0.303565
HDHD3	0.303389	0.241389	0.227704	0.328779	0.296663
HDAC5	0.185093	0.173179	0.237637	0.372373	0.344522
HDAC2-AS2	0.0217498	0.106536	0.0434425	0.077284	0.271294
HCST	0.0463933	0.167448	0.106241	0.181204	0.0552373
HCRTR2	0.0188905	0.0137695	0.0313952	0.00677914	0
HCRTR1	0	0.013012	0	0.0379444	0
HCRT	0.134957	0	0.0988238	0.697614	0.13964
HCN4	0.0518732	0.0185487	0.0278193	0.102792	0.0659307
HCN3	0.0380006	0.0680792	0.0791562	0.125347	0.132235
HCN2	0.0480687	0.0386328	0.0461697	0.0974355	0.0360883
HCN1	0.175646	0.169566	0.207331	0.0635858	0.308932
HCG9	0	0.160946	0	0	0
HCG27	0.0353565	0.0549179	0.0194315	0.100022	0.206756
HCG25	0.192964	0	0	0.11687	0.305165
HCG24	0.0521515	0	0	0	0
HCG20	0.103827	0.330627	0.13888	0.103075	0
HCG17	0.217268	0.311817	0.264837	0.179294	0.0761623
HCG15	0	0	0	0.130114	0
HBQ1	0.120458	0.113967	0.0911243	0.123547	0.126946
HBEGF	0.0860228	0.0845678	0.204967	0.108799	0.104659
HBD	0.0374103	0	0	0	0
HAVCR2	0.0742588	0.215157	0	0.0622323	0
HAS3	0.0569719	0.0180359	0.0833427	0.207631	0.17291
HAS2-AS1	0.0638618	0.26182	0.238591	0.171642	0.14436
HAS1	0	0.0139696	0	0.177178	0.114687
HARBI1	0.169566	0.0807804	0.157264	0.176208	0.223398
HAR1B	0.0366651	0.0343707	0.0869604	0	0
HAR1A	0	0.00996339	0.0437225	0.0331023	0
HAPLN4	0.149845	0.0259926	0.183544	0.160972	0.126325
HAPLN2	0.0823483	0.0470218	0.0783366	0.20578	0.157147
HAPLN1	0.0117675	0	0	0.212532	0.0160541
HAP1	0.0225312	0.0639447	0.285805	0.442482	0.106857
HAND2-AS1	0	0.0455268	0.0749575	0.348232	0.23531
HAMP	0	0	0	0.142074	0.0793884
HAGLROS	0.0691797	0.0195454	0.0261202	0.683687	0.175352
HAGLR	0.19174	0.0126974	0.0429525	0.591373	0.142296
HACD1	0.177127	0.238921	0.252864	0.238799	0.242694
H3F3C	0	0	0	0.398766	0
H3F3A	0.277211	0.247709	0.218831	0.249749	0.267176
H2BFM	0	0	0	0.179142	0
H1F0	0.246967	0.14091	0.176667	0.554913	0.156966
GZMM	0	0	0	0.133051	0
GYS2	0	0	0.169412	0	0
GYPE	0.152235	0	0	0	0
GYPA	0	0	0.0973546	0	0
GVQW3	0.182095	0.11406	0.110938	0.324603	0.26058
GUK1	0.246651	0.23067	0.217256	0.240888	0.2026
GUCY2D	0	0	0	0.0615965	0.0423221
GUCY1A1	0.133971	0.230621	0.0614444	0.0619973	0.11711
GUCA1B	0	0.227827	0.258061	0.261976	0.0579839
GUCA1A	0.0396157	0.0243622	0.0899455	0.392295	0.0974085
GTSE1-DT	0.0956409	0.0976782	0.0382114	0.187198	0
GTPBP3	0.152923	0.135325	0.126576	0.22299	0.255658
GTF3C2-AS1	0	0.0653517	0	0.104444	0
GTF2H4	0.105584	0.0609466	0.0574572	0.123838	0.112767
GSTO2	0.150443	0.124897	0.245739	0.565968	0.19999
GSN-AS1	0.339514	0.30977	0.233778	0.152482	0
GSG1L	0.0175799	0.00954783	0.0201146	0.0713233	0.00616156
GSG1	0.0711311	0	0	0	0
GSEC	0.172552	0.108089	0.146929	0.218967	0.1747
GSDME	0.122633	0.121082	0.22583	0.334534	0.126999
GSDMB	0.128716	0.189957	0.20122	0.215095	0.113767
GSAP	0.0986082	0.106924	0.19497	0.179715	0.128887
GRPR	0	0	0	0	0.121095
GRPEL2-AS1	0	0.0783229	0	0	0
GRPEL2	0.148817	0.167011	0.169668	0.176246	0.280208
GRP	0	0.0335252	0.0308446	0	0.0568609
GRM8	0.0296437	0.0791562	0	0.0430225	0.176412
GRM7	0.0951683	0.159087	0.217777	0.119635	0.166818
GRM6	0.0867566	0.094763	0	0.2163	0
GRM5	0.0223891	0.00482495	0	0	0.0178364
GRM4	0.0236954	0.0185914	0.00818567	0.0282155	0.0134694
GRM3	0.196053	0.0876801	0.0797433	0.267056	0.10908
GRM2	0.0416775	0.0345256	0.0727369	0.0591199	0.129731
GRM1	0.0712547	0.113047	0.258881	0.0234967	0.131049
GRK7	0.312084	0.196972	0.100413	0	0.176604
GRK4	0.2672	0.216126	0.280101	0.239972	0.314337
GRK3	0.226977	0.125704	0.167692	0.294688	0.265221
GRK2	0.291769	0.185334	0.181522	0.382302	0.319502
GRIP2	0.0541122	0.0339198	0.102389	0.498394	0.0846494
GRIP1	0.222582	0.184928	0.228308	0.222903	0.324615
GRIN3A	0.0542095	0.0111235	0	0.0120108	0.0103502
GRIN2D	0.108304	0.0870826	0.076477	0.346123	0.0958569
GRIN2B	0.0572076	0.112607	0.153455	0.0608498	0.0897422
GRIN1	0.0596737	0.0314234	0.0271682	0.0304067	0.0605593
GRIK5	0.0470916	0.0231844	0.124937	0.30037	0.0962349
GRIK3	0.0219203	0.0235109	0.0299687	0.0471195	0.0317904
GRIK1	0.0788967	0.102134	0.0168528	0.0264035	0.0947901
GRID2	0.0420279	0.0226874	0.0420559	0.290932	0.0598398
GRID1	0.0502579	0.0945063	0.137412	0.107982	0.044576
GRIA4	0.0389699	0.0602273	0.103665	0.0614306	0.0407241
GRIA3	0.0817487	0.208055	0.0728055	0.0860772	0.216871
GRIA2	0.0541539	0.0866207	0.0970579	0.0851935	0.0442262
GRIA1	0.0489336	0.0696747	0.174304	0.249919	0.133564
GRHL2	0	0	0	0.235298	0.396444
GRHL1	0.135548	0.0966937	0.0728467	0.138972	0.17562
GREM2	0.0699496	0.00493998	0.019645	0.0495471	0.011882
GREB1L	0.103598	0.0544873	0.0846766	0.2271	0.27808
GREB1	0.146043	0.0760665	0.185955	0.491289	0.137189
GRAP2	0.178619	0.357957	0	0	0
GRAP	0	0.0634201	0	0.360926	0
GRAMD2A	0	0	0	0.257795	0
GRAMD1B	0.152547	0.144059	0.104511	0.138552	0.163074
GPX2	0.0883723	0.0992683	0	0	0.249033
GPT2	0.236291	0.131524	0.184852	0.416818	0.33932
GPT	0.100789	0	0.562318	0.200956	0
GPRIN3	0.107527	0.0676662	0.0812714	0.0697709	0.126352
GPRIN2	0.00994907	0.00690837	0	0.0695922	0
GPRIN1	0.0617624	0.0339621	0.034258	0.129652	0.159474
GPRASP2	0.200655	0.226521	0.162133	0.293853	0.266265
GPRASP1	0.139522	0.117509	0.201897	0.259423	0.282404
GPR89B	0.245252	0.226496	0.27453	0.38852	0.290495
GPR88	0.020015	0.011195	0	0.0196877	0
GPR87	0	0.150313	0	0	0
GPR85	0.135679	0.102591	0.101731	0.177191	0.0745191
GPR84	0.144686	0	0.214523	0.301576	0.150677
GPR83	0.0243764	0.0161825	0.0192607	0.0559453	0.0228862
GPR82	0.255887	0.212308	0.382324	0.191904	0.247551
GPR75	0.0743273	0.154907	0.333767	0	0.333206
GPR68	0.0969904	0.0246317	0.0853567	0.170746	0.156034
GPR63	0.116697	0.216548	0.111232	0.0986486	0.197526
GPR62	0	0	0	0.29443	0
GPR61	0.0282579	0.0245325	0.111899	0.0424622	0
GPR55	0.156474	0	0	0	0
GPR52	0	0.139443	0	0	0.135811
GPR45	0	0	0	0.172206	0
GPR4	0.122938	0	0	0	0
GPR39	0.0958974	0.13791	0.0428404	0.145795	0.246967
GPR35	0.334625	0.182514	0.164027	0	0
GPR3	0.0278335	0.0116674	0.319757	0.226065	0.421059
GPR27	0.218037	0.268782	0.16221	0.196708	0.132774
GPR26	0.0111092	0.0171523	0	0.0310987	0
GPR22	0.0405979	0.0262335	0.0325805	0.0243764	0.0115243
GPR21	0	0	0	0	0.147567
GPR18	0	0	0	0.387252	0
GPR179	0	0.199286	0	0	0
GPR176	0.0635306	0.0938982	0.133143	0.119609	0.15143
GPR173	0.185372	0.182972	0.244717	0.199789	0.235997
GPR160	0.221494	0.142178	0.194314	0.226398	0.249021
GPR158-AS1	0	0	0.0212239	0	0.0273806
GPR158	0.0218066	0.00692273	0.012726	0.0119536	0.0137838
GPR156	0.134195	0	0	0.0425603	0.174406
GPR153	0.0612232	0.0292338	0.0683406	0.0853023	0.0950737
GPR150	0	0	0	0.0458204	0
GPR149	0.0180359	0	0	0	0.0276495
GPR146	0.469605	0.045415	0.206093	0.371893	0.0556816
GPR137C	0.0886572	0.0546401	0.145808	0.0732444	0.287768
GPR12	0.0385626	0.0151978	0.0936143	0.184445	0.0268567
GPNMB	0.108531	0.105732	0.0980152	0	0.251689
GPLD1	0.188224	0.160481	0.168488	0.169053	0.253445
GPHN	0.248936	0.228185	0.159229	0.298494	0.396806
GPER1	0	0	0	0.239655	0.105852
GPC5-AS1	0.466131	0	0	0	0
GPC5	0.0963293	0.0263327	0	0	0.0250288
GPC2	0.0896609	0.0716529	0.125149	0.269213	0.135889
GPAT3	0.0750945	0.017081	0.198167	0.0766275	0.0282155
GPAM	0.175467	0.257831	0.188616	0.27305	0.352092
GP6	0.0929516	0.0656964	0.110751	0.191588	0
GP1BA	0.187641	0.0605317	0.0714332	0.128808	0.414785
GOLT1A	0.0164535	0	0.0326651	0.0592584	0
GOLGA8R	0.24913	0.0804803	0.156772	0.0689184	0.0429384
GOLGA8Q	0.157186	0.139823	0.175327	0.098433	0.345317
GOLGA8M	0.182794	0.145951	0.329858	0	0.2304
GOLGA8H	0.311805	0	0	0.161114	0.431088
GOLGA7B	0.0100494	0.0149408	0.0210675	0.0985408	0.0467984
GOLGA6L7	0.0419859	0	0.135417	0.0175656	0.0814351
GOLGA6L4	0.18697	0.159035	0.251737	0.221048	0.329101
GOLGA6L2	0.0536674	0	0	0.15857	0
GNRH1	0	0.0413131	0.244595	0.189957	0.26756
GNGT1	0.212694	0	0	0.566474	0.101395
GNG8	0.0740395	0.0573463	0.105544	0.211959	0.0953844
GNG4	0.108906	0.0610987	0.0856286	0.342646	0.335746
GNG3	0.0651035	0.054904	0.088318	0.123441	0.0513443
GNG2	0.238824	0.251289	0.298893	0.407211	0.216399
GNG13	0	0	0	0.0570551	0
GNG12-AS1	0	0	0.410515	0.724668	0
GNE	0.178619	0.154855	0.139378	0.203965	0.206318
GNB5	0.236352	0.163138	0.187185	0.231432	0.358869
GNB3	0.101287	0.109735	0.156578	0.281657	0.271175
GNAZ	0.243425	0.123256	0.146577	0.180543	0.258784
GNAT3	0	0	0	0.0323689	0
GNAT2	0	0.332668	0	0	0
GNAS-AS1	0.164632	0.210302	0.123613	0.478102	0.418471
GNAO1	0.0615412	0.0835197	0.0938171	0.153948	0.0954114
GNAL	0.0989046	0.0669778	0.145677	0.217256	0.232182
GNA14	0.0883316	0	0.0962619	0.0365807	0.153001
GMIP	0.14513	0.118519	0.200655	0.228012	0.149259
GMFG	0.123388	0.219649	0.124725	0.228443	0.161991
GMDS	0.162313	0.143877	0.183849	0.389038	0.14496
GLYATL2	0.0299405	0.0426724	0	0.134339	0.510618
GLYATL1	0.0479152	0.0433585	0	0.232243	0.232206
GLTPD2	0.109815	0.101771	0	0.0289651	0
GLT1D1	0.0314517	0.0283711	0.0714469	0.16413	0.0563338
GLS2	0.0519706	0.0863082	0.230953	0.184864	0.221073
GLRA3	0.0349341	0.0123684	0.0474686	0	0.0329613
GLRA2	0.026885	0.0313387	0.0250004	0.0309999	0.0184063
GLRA1	0.0493241	0	0	0.0458343	0.020015
GLP1R	0	0	0	0.0613062	0
GLIS3-AS1	0	0	0	0	0.216461
GLIS1	0.380729	0	0.298107	0.392295	0.253469
GLIDR	0.253312	0.173857	0.202637	0.204216	0.132879
GLI2	0.190109	0	0.0755189	0.507445	0.210888
GLDN	0.128703	0.0121252	0.11458	0.141877	0.0895117
GLCE	0.270481	0.213329	0.253384	0.220615	0.39004
GLCCI1	0.215057	0.134313	0.24018	0.350305	0.331086
GLB1L3	0.241633	0.227532	0	0.0725449	0.10916
GK5	0.270756	0.264092	0.304289	0.266733	0.238518
GK3P	0	0	0	0.239312	0
GJD2	0	0	0.019161	0.0248728	0
GJC3	0.172065	0.0708976	0	0	0
GJC2	0.197274	0.118984	0.21085	0.584318	0.153585
GJB7	0.193242	0.0466727	0.123891	0.37829	0.263828
GJB2	0.0864169	0	0	0	0
GIP	0.102725	0	0	0.0444361	0.207893
GIMAP1	0.131089	0.132445	0	0	0.233937
GHRLOS	0.0486129	0.186146	0.281123	0	0.284976
GHRL	0.14436	0.1396	0.276973	0.149481	0.119104
GHRHR	0.0928163	0	0	0.147684	0
GHRH	0	0.0197446	0.0285267	0.13867	0.0135837
GHET1	0.231776	0.138579	0.0379444	0.193519	0.0952898
GGT7	0.286278	0.261483	0.264224	0.347484	0.232305
GGT6	0	0	0	0.123017	0
GGN	0.141629	0.137084	0.0951683	0.199198	0.0290924
GGA3	0.231432	0.192093	0.220231	0.36362	0.358498
GFY	0	0	0	0.0254116	0
GFRA3	0	0	0	0.0280033	0
GFRA2	0.0744506	0.0734364	0.150157	0.0605593	0.0903792
GFPT2	0.0453032	0.0293751	0.116431	0.153611	0.124937
